production_budget,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score,worldwide_gross
425000000.0,2009.0,1.78,178.0,4834.0,237000000.0,7.9,2783918982.0
306000000.0,2002.130733382389,2.1269761542364285,108.5771861260381,143.0,40455386.33009198,7.1,2058662225.0
300000000.0,2007.0,2.35,169.0,48350.0,300000000.0,7.1,963420425.0
300000000.0,2015.0,2.35,148.0,11700.0,245000000.0,6.8,879620923.0
275000000.0,2012.0,2.35,164.0,106759.0,250000000.0,8.5,1084439099.0
275000000.0,2013.0,2.35,150.0,45757.0,215000000.0,6.5,260002115.0
275000000.0,2012.0,2.35,132.0,1873.0,263700000.0,6.6,282778100.0
260000000.0,2010.0,1.85,100.0,2036.0,260000000.0,7.8,586581936.0
258000000.0,2007.0,2.35,156.0,46055.0,258000000.0,6.2,890875303.0
258000000.0,2007.0,2.35,156.0,46055.0,258000000.0,6.2,890875303.0
250000000.0,2015.0,2.35,141.0,92000.0,250000000.0,7.5,1404705868.0
250000000.0,2016.0,2.35,147.0,64798.0,250000000.0,8.2,1150864745.0
250000000.0,2016.0,2.35,183.0,24450.0,250000000.0,6.9,868160194.0
250000000.0,2012.0,2.35,182.0,9152.0,180000000.0,7.9,1017003568.0
250000000.0,2009.0,2.35,153.0,58753.0,250000000.0,7.5,935083686.0
250000000.0,2013.0,2.35,186.0,9152.0,225000000.0,7.9,960366855.0
250000000.0,2014.0,2.35,164.0,9152.0,250000000.0,7.5,955119788.0
250000000.0,2011.0,2.35,136.0,54083.0,250000000.0,6.7,1045663875.0
232000000.0,2006.0,2.35,169.0,29991.0,209000000.0,6.1,374085065.0
230000000.0,2008.0,2.35,106.0,2023.0,200000000.0,6.7,591692078.0
225000000.0,2006.0,2.35,151.0,48486.0,225000000.0,7.3,1066215812.0
225000000.0,2013.0,2.35,143.0,20495.0,225000000.0,7.2,667999518.0
225000000.0,2008.0,2.35,150.0,22697.0,225000000.0,6.6,417341288.0
220000000.0,2012.0,2.35,153.0,28489.0,230000000.0,7.0,757890267.0
215000000.0,2015.0,2.0,124.0,8458.0,150000000.0,7.0,1670328025.0
210000000.0,2009.0,2.35,150.0,3218.0,200000000.0,6.0,836519699.0
210000000.0,2014.0,2.35,165.0,3988.0,210000000.0,5.7,1104039076.0
210000000.0,2006.0,2.35,104.0,21714.0,210000000.0,6.8,459359555.0
210000000.0,2010.0,2.35,156.0,3244.0,200000000.0,6.7,322241588.0
209000000.0,2012.0,2.35,131.0,26679.0,209000000.0,5.9,305218228.0
200000000.0,1997.0,2.35,194.0,45223.0,200000000.0,7.7,2207615668.0
200000000.0,2010.0,1.85,103.0,19085.0,200000000.0,8.3,1069818229.0
200000000.0,2013.0,2.35,195.0,30426.0,200000000.0,7.2,1215392272.0
200000000.0,2004.0,2.35,135.0,43388.0,200000000.0,7.3,783705001.0
200000000.0,2012.0,2.35,143.0,2039.0,200000000.0,7.8,1110526981.0
200000000.0,2012.0,2.35,143.0,2039.0,200000000.0,7.8,1110526981.0
200000000.0,2013.0,1.85,104.0,14863.0,200000000.0,7.3,743588329.0
200000000.0,2013.0,2.35,130.0,73441.0,215000000.0,6.4,490359051.0
200000000.0,2013.0,2.35,130.0,73441.0,215000000.0,6.4,490359051.0
200000000.0,2014.0,2.35,149.0,91434.0,200000000.0,8.0,747862775.0
200000000.0,2014.0,2.35,142.0,28631.0,200000000.0,6.7,708996336.0
200000000.0,2011.0,2.35,106.0,4482.0,200000000.0,6.3,560155383.0
200000000.0,2010.0,2.35,125.0,25550.0,170000000.0,6.8,397562763.0
200000000.0,2010.0,2.35,125.0,25549.0,170000000.0,6.8,397562763.0
200000000.0,2009.0,2.35,158.0,2144.0,200000000.0,5.8,788408539.0
200000000.0,2009.0,2.35,118.0,27468.0,200000000.0,6.6,365491792.0
200000000.0,2011.0,2.35,123.0,17657.0,200000000.0,5.6,231201172.0
200000000.0,2010.0,2.35,116.0,16149.0,200000000.0,6.6,314594597.0
195000000.0,2011.0,2.35,154.0,2593.0,195000000.0,6.3,1123790543.0
195000000.0,2013.0,2.35,114.0,1766.0,195000000.0,6.3,197687603.0
190000000.0,2015.0,2.35,140.0,79150.0,190000000.0,7.2,1514019071.0
190000000.0,2013.0,2.35,132.0,21411.0,190000000.0,7.8,467381584.0
190000000.0,2013.0,2.35,123.0,32392.0,190000000.0,7.0,531514650.0
190000000.0,2009.0,2.35,96.0,48878.0,200000000.0,6.8,315709697.0
190000000.0,2013.0,1.85,131.0,19166.0,190000000.0,7.0,411002906.0
187500000.0,2015.0,2.35,93.0,696.0,40455386.33009198,6.8,334354269.0
186000000.0,2008.0,2.35,126.0,39252.0,140000000.0,7.9,582443126.0
185000000.0,2008.0,2.35,152.0,57802.0,185000000.0,9.0,1002891358.0
185000000.0,2008.0,2.35,122.0,14959.0,185000000.0,6.2,786558145.0
185000000.0,2012.0,2.35,93.0,5005.0,185000000.0,7.2,554606532.0
185000000.0,2016.0,2.35,122.0,1327.0,185000000.0,7.5,196968626.0
180000000.0,2005.0,2.35,150.0,1317.0,180000000.0,6.9,720539572.0
180000000.0,2014.0,2.35,97.0,15516.0,180000000.0,7.0,758536735.0
180000000.0,2008.0,2.35,98.0,2975.0,180000000.0,8.4,532590994.0
180000000.0,2011.0,1.85,126.0,36017.0,170000000.0,7.5,180047784.0
179000000.0,2015.0,2.35,127.0,47334.0,176000000.0,5.4,181982519.0
178000000.0,2016.0,2.35,144.0,49684.0,178000000.0,7.3,530842489.0
178000000.0,2014.0,2.35,113.0,12652.0,178000000.0,7.9,364406256.0
175000000.0,2015.0,1.85,95.0,2944.0,175000000.0,8.3,853923085.0
175000000.0,2009.0,1.85,96.0,2635.0,175000000.0,8.3,731542621.0
175000000.0,2009.0,2.35,94.0,2579.0,175000000.0,6.5,381687380.0
175000000.0,2016.0,2.35,123.0,11287.0,175000000.0,6.9,294387183.0
175000000.0,2009.0,2.35,118.0,26683.0,175000000.0,5.8,302469017.0
175000000.0,1999.0,1.85,106.0,15870.0,170000000.0,4.8,221229335.0
175000000.0,2008.0,2.35,112.0,9131.0,145000000.0,5.2,405760225.0
175000000.0,2007.0,2.35,96.0,108016.0,175000000.0,5.4,174131329.0
175000000.0,1995.0,1.85,176.0,1004.0,175000000.0,6.1,264246220.0
175000000.0,2013.0,2.35,128.0,20965.0,175000000.0,6.3,151659062.0
170000000.0,2014.0,2.35,121.0,32438.0,170000000.0,8.1,771172112.0
170000000.0,2010.0,2.35,124.0,48638.0,200000000.0,7.0,623561331.0
170000000.0,2014.0,2.35,136.0,36188.0,170000000.0,7.8,714401889.0
170000000.0,2014.0,1.85,130.0,14363.0,170000000.0,7.6,703545589.0
170000000.0,2004.0,2.35,100.0,16264.0,165000000.0,6.6,319090241.0
170000000.0,2012.0,2.35,132.0,72881.0,170000000.0,6.1,401016924.0
170000000.0,2003.0,2.35,109.0,1769.0,200000000.0,6.4,433058296.0
170000000.0,2016.0,1.85,113.0,80806.0,170000000.0,6.4,277279693.0
165000000.0,2010.0,2.35,93.0,4628.0,165000000.0,6.4,756244673.0
165000000.0,2014.0,2.39,102.0,2963.0,165000000.0,7.9,652127828.0
165000000.0,2010.0,2.35,98.0,20453.0,165000000.0,8.2,494870991.0
165000000.0,2012.0,2.35,101.0,4451.0,165000000.0,7.8,496511521.0
165000000.0,2014.0,2.35,169.0,31488.0,165000000.0,8.6,665417894.0
165000000.0,2016.0,2.35,120.0,3233.0,165000000.0,5.5,379262220.0
160000000.0,2007.0,1.85,93.0,4705.0,160000000.0,6.1,807330936.0
160000000.0,2015.0,2.35,137.0,81385.0,160000000.0,6.6,650523427.0
160000000.0,2011.0,2.35,132.0,50983.0,160000000.0,7.8,355408305.0
160000000.0,2008.0,2.35,166.0,13333.0,150000000.0,7.8,329809326.0
160000000.0,2010.0,2.35,109.0,13388.0,150000000.0,6.1,217986320.0
160000000.0,2006.0,2.35,98.0,92456.0,160000000.0,5.6,181674817.0
160000000.0,2016.0,2.35,123.0,5505.0,160000000.0,7.3,433125655.0
155000000.0,2010.0,1.78,113.0,764.0,155000000.0,6.3,418186950.0
155000000.0,2015.0,2.35,126.0,38873.0,155000000.0,6.6,440160956.0
155000000.0,2004.0,2.35,206.0,24598.0,155000000.0,5.5,167297191.0
151500000.0,2001.0,2.35,184.0,5401.0,140000000.0,6.1,449239855.0
150000000.0,2013.0,2.24,102.0,2582.0,150000000.0,7.6,1274234980.0
150000000.0,2007.0,2.35,138.0,33433.0,150000000.0,7.5,942943935.0
150000000.0,2005.0,2.35,157.0,53413.0,150000000.0,7.6,896911078.0
150000000.0,2003.0,2.35,138.0,534.0,150000000.0,7.2,738576929.0
150000000.0,2007.0,2.35,104.0,13076.0,150000000.0,7.2,585532684.0
150000000.0,2008.0,2.35,102.0,21584.0,150000000.0,6.4,624234272.0
150000000.0,2005.0,1.85,115.0,57844.0,150000000.0,6.7,475825484.0
150000000.0,2007.0,2.35,111.0,4764.0,150000000.0,8.0,626549695.0
150000000.0,2013.0,2.35,112.0,59803.0,170000000.0,7.1,644600394.0
150000000.0,2005.0,2.35,128.0,59558.0,150000000.0,8.3,359142722.0
150000000.0,2015.0,2.35,131.0,21840.0,150000000.0,7.4,700868363.0
150000000.0,2011.0,2.35,115.0,60059.0,150000000.0,7.0,449326618.0
150000000.0,2008.0,1.85,89.0,3285.0,150000000.0,6.7,599516844.0
150000000.0,2009.0,2.35,119.0,40054.0,150000000.0,6.7,374825760.0
150000000.0,2009.0,2.35,105.0,54039.0,150000000.0,5.9,402231063.0
150000000.0,2011.0,2.35,90.0,21015.0,150000000.0,7.3,664837547.0
150000000.0,2015.0,2.35,120.0,40025.0,150000000.0,8.1,373136354.0
150000000.0,2003.0,2.35,129.0,1062.0,150000000.0,6.7,427289109.0
150000000.0,2006.0,2.35,124.0,34817.0,150000000.0,6.9,397501348.0
150000000.0,2009.0,2.35,146.0,16948.0,150000000.0,6.7,490875846.0
150000000.0,2010.0,2.35,103.0,2857.0,150000000.0,4.2,319713881.0
150000000.0,2007.0,1.85,91.0,6576.0,150000000.0,6.2,287594577.0
150000000.0,2009.0,2.35,88.0,2217.0,150000000.0,5.1,292817841.0
150000000.0,2012.0,1.85,99.0,16184.0,150000000.0,5.8,305270083.0
150000000.0,2007.0,2.35,115.0,31523.0,150000000.0,6.3,194995215.0
150000000.0,2012.0,1.85,113.0,80849.0,100000000.0,6.2,238202668.0
150000000.0,2013.0,2.35,131.0,18204.0,150000000.0,6.4,205440387.0
150000000.0,2010.0,1.85,119.0,13071.0,150000000.0,5.8,142634358.0
150000000.0,2011.0,2.35,88.0,2652.0,150000000.0,5.4,39549758.0
149000000.0,2006.0,1.85,85.0,35161.0,149000000.0,6.7,179357126.0
145000000.0,2012.0,1.85,93.0,2444.0,145000000.0,6.9,746921271.0
145000000.0,2011.0,2.35,133.0,21768.0,145000000.0,7.4,694713230.0
145000000.0,2014.0,2.35,102.0,23378.0,145000000.0,7.9,616102924.0
145000000.0,2008.0,1.85,94.0,836.0,40455386.33009198,4.8,448191819.0
145000000.0,2014.0,1.85,92.0,5810.0,145000000.0,6.9,269806430.0
145000000.0,2012.0,1.85,97.0,20645.0,145000000.0,7.3,306900902.0
145000000.0,2005.0,2.35,124.0,13073.0,130000000.0,6.0,121671925.0
142000000.0,2002.0,2.35,133.0,2538.0,142000000.0,6.1,431942139.0
140000000.0,2009.0,2.35,127.0,39284.0,150000000.0,8.0,385680446.0
140000000.0,1998.0,2.35,153.0,26029.0,140000000.0,6.6,554600000.0
140000000.0,2011.0,2.35,124.0,19761.0,140000000.0,6.9,370569776.0
140000000.0,2016.0,2.35,95.0,36095.0,145000000.0,7.2,518628619.0
140000000.0,2013.0,2.35,122.0,31958.0,130000000.0,5.8,375740705.0
140000000.0,2003.0,2.35,154.0,11945.0,140000000.0,7.7,456810575.0
140000000.0,2005.0,2.35,90.0,1997.0,100000000.0,6.1,203018919.0
140000000.0,2014.0,2.35,150.0,26490.0,140000000.0,6.1,268314513.0
140000000.0,2014.0,2.35,150.0,26489.0,140000000.0,6.1,268314513.0
140000000.0,2016.0,2.35,117.0,1950.0,140000000.0,6.8,118515678.0
140000000.0,2016.0,2.35,126.0,19769.0,140000000.0,5.5,133553464.0
139000000.0,2002.0,1.85,121.0,40484.0,139000000.0,7.3,821706375.0
138000000.0,2009.0,2.35,215.0,2530.0,130000000.0,7.7,184068357.0
138000000.0,2005.0,2.35,121.0,2705.0,135000000.0,5.0,76416746.0
137500000.0,2008.0,2.35,135.0,5811.0,150000000.0,6.8,263417913.0
137000000.0,2003.0,1.85,138.0,1814.0,137000000.0,5.7,245229234.0
137000000.0,2001.0,1.85,106.0,15015.0,137000000.0,6.4,85131830.0
135000000.0,2013.0,2.35,98.0,43286.0,135000000.0,7.3,573068425.0
135000000.0,2015.0,2.35,156.0,57108.0,135000000.0,8.1,532037894.0
135000000.0,1999.0,2.35,128.0,2037.0,135000000.0,6.4,361730660.0
135000000.0,2011.0,2.35,107.0,43291.0,135000000.0,7.2,245504574.0
135000000.0,2003.0,2.35,138.0,1205.0,150000000.0,7.4,212912137.0
135000000.0,2013.0,2.35,96.0,17416.0,135000000.0,6.5,286896578.0
135000000.0,2016.0,2.35,112.0,8306.0,135000000.0,6.3,237177349.0
135000000.0,2011.0,2.35,100.0,62644.0,135000000.0,5.9,157956466.0
135000000.0,2002.130733382389,1.33,60.0,1687.0,1500000.0,7.5,163818556.0
132000000.0,2005.0,1.85,116.0,12758.0,132000000.0,6.5,606836535.0
132000000.0,2014.0,1.85,92.0,19963.0,132000000.0,6.7,367650911.0
130000000.0,2013.0,2.35,146.0,49355.0,130000000.0,7.6,864868047.0
130000000.0,2004.0,2.35,142.0,33284.0,130000000.0,7.8,796688549.0
130000000.0,2007.0,2.35,115.0,17369.0,110000000.0,8.1,442161562.0
130000000.0,2008.0,2.35,92.0,12754.0,130000000.0,7.6,631910531.0
130000000.0,2015.0,1.85,117.0,5730.0,130000000.0,7.4,518602163.0
130000000.0,2011.0,2.35,90.0,5046.0,130000000.0,6.7,554987477.0
130000000.0,2010.0,2.35,95.0,46120.0,130000000.0,7.3,321887208.0
130000000.0,2003.0,2.35,147.0,12954.0,130000000.0,6.6,273271982.0
130000000.0,2014.0,2.35,101.0,1031.0,103000000.0,6.4,493738435.0
130000000.0,2010.0,2.35,101.0,12406.0,110000000.0,6.4,290650494.0
130000000.0,2011.0,2.35,107.0,4631.0,135000000.0,7.4,373993951.0
130000000.0,2013.0,2.35,100.0,14168.0,130000000.0,4.9,251499665.0
130000000.0,2008.0,2.35,165.0,921.0,130000000.0,6.6,215080810.0
130000000.0,2013.0,2.35,96.0,31549.0,130000000.0,5.6,79072464.0
127500000.0,2000.0,1.85,82.0,2945.0,127500000.0,6.5,356148063.0
127000000.0,2014.0,1.85,98.0,53587.0,127000000.0,6.2,356546621.0
125000000.0,2011.0,2.1269761542364285,108.5771861260381,11036.0,40455386.33009198,7.5,1341511219.0
125000000.0,2014.0,2.35,123.0,81385.0,125000000.0,6.7,766652288.0
125000000.0,2001.0,2.35,159.0,13191.0,125000000.0,7.5,974755371.0
125000000.0,2003.0,2.35,143.0,48184.0,140000000.0,8.1,634954103.0
125000000.0,2010.0,2.1269761542364285,108.5771861260381,14719.0,40455386.33009198,6.4,960283305.0
125000000.0,2006.0,2.35,174.0,16008.0,125000000.0,6.6,767820459.0
125000000.0,2011.0,2.35,132.0,55345.0,125000000.0,7.3,629969804.0
125000000.0,2011.0,2.35,129.0,22403.0,125000000.0,7.5,535663443.0
125000000.0,2004.0,2.35,124.0,20553.0,125000000.0,6.4,556319450.0
125000000.0,2012.0,2.35,124.0,24098.0,130000000.0,7.0,399005706.0
125000000.0,2012.0,2.35,135.0,12175.0,125000000.0,6.7,280355920.0
125000000.0,1997.0,1.85,125.0,2699.0,125000000.0,3.7,238317814.0
125000000.0,1999.0,2.35,102.0,1815.0,85000000.0,6.6,61698899.0
123000000.0,2000.0,1.85,110.0,4146.0,123000000.0,6.0,345141403.0
120000000.0,2000.0,2.35,130.0,2684.0,140000000.0,6.4,328711434.0
120000000.0,2007.0,2.35,92.0,15302.0,130000000.0,5.6,288215319.0
120000000.0,2012.0,1.85,127.0,2121.0,120000000.0,8.0,607987022.0
120000000.0,2007.0,2.35,123.0,14017.0,110000000.0,5.2,229545589.0
120000000.0,2016.0,2.35,123.0,13752.0,120000000.0,7.1,200421835.0
120000000.0,2003.0,2.35,107.0,4046.0,120000000.0,4.8,227200000.0
120000000.0,2013.0,2.35,109.0,17689.0,115000000.0,6.6,286192091.0
120000000.0,2013.0,2.35,124.0,22004.0,120000000.0,7.0,287916633.0
120000000.0,2002.0,1.85,77.0,2682.0,120000000.0,5.4,166000000.0
120000000.0,2004.0,2.35,134.0,17159.0,105000000.0,6.7,107212751.0
120000000.0,2008.0,2.35,135.0,902.0,120000000.0,6.1,93394462.0
120000000.0,2010.0,1.85,121.0,993.0,120000000.0,5.3,49628177.0
117000000.0,2010.0,2.35,117.0,12731.0,117000000.0,6.3,258751370.0
115000000.0,1999.0,2.35,136.0,37723.0,115000000.0,6.5,1027044677.0
115000000.0,2005.0,2.35,140.0,44042.0,113000000.0,7.6,848998877.0
115000000.0,2002.0,1.78,142.0,42990.0,115000000.0,6.7,656695615.0
115000000.0,2001.0,1.85,92.0,15013.0,115000000.0,8.1,559757719.0
115000000.0,2013.0,2.35,138.0,23755.0,120000000.0,6.7,416456852.0
115000000.0,1997.0,2.35,108.0,1569.0,116000000.0,5.8,178200000.0
115000000.0,2016.0,2.35,120.0,46719.0,115000000.0,6.1,164602163.0
115000000.0,2002.0,2.35,153.0,15046.0,115000000.0,6.0,77628265.0
113500000.0,2008.0,2.35,116.0,1609.0,78000000.0,5.1,132999811.0
112000000.0,2010.0,2.35,85.0,1173.0,112000000.0,4.9,232017848.0
110000000.0,2013.0,2.35,91.0,87.0,100000000.0,7.8,716392705.0
110000000.0,2006.0,1.85,108.0,55486.0,110000000.0,6.4,579446407.0
110000000.0,2005.0,2.35,126.0,22722.0,120000000.0,6.5,486124090.0
110000000.0,2015.0,2.35,114.0,16718.0,110000000.0,6.1,469590832.0
110000000.0,2011.0,1.78,103.0,692.0,110000000.0,5.5,563749323.0
110000000.0,2007.0,2.35,129.0,13961.0,110000000.0,7.2,382288147.0
110000000.0,2004.0,2.35,125.0,19359.0,110000000.0,6.4,362989076.0
110000000.0,1997.0,2.35,119.0,2958.0,110000000.0,6.5,339504276.0
110000000.0,2000.0,2.35,142.0,19454.0,110000000.0,7.1,215300000.0
110000000.0,2014.0,2.35,102.0,10583.0,110000000.0,6.2,330780051.0
110000000.0,2004.0,2.35,170.0,34582.0,110000000.0,7.5,208370892.0
110000000.0,2011.0,2.35,119.0,13391.0,120000000.0,5.8,229155503.0
110000000.0,2011.0,2.35,127.0,22254.0,110000000.0,7.1,263880341.0
110000000.0,2013.0,1.85,105.0,914.0,105000000.0,5.4,348547523.0
110000000.0,2009.0,2.35,106.0,19906.0,100000000.0,6.4,152364370.0
110000000.0,2013.0,2.35,114.0,12908.0,110000000.0,6.7,89737191.0
110000000.0,2004.0,1.78,76.0,13607.0,110000000.0,5.4,76482461.0
110000000.0,1997.0,2.35,121.0,2027.0,160000000.0,3.7,150468000.0
109000000.0,2001.0,2.35,171.0,22342.0,93000000.0,8.8,887217688.0
109000000.0,2003.0,1.85,82.0,2762.0,109000000.0,3.8,133818283.0
109000000.0,2001.0,2.35,165.0,14196.0,107000000.0,6.8,87683966.0
108000000.0,2015.0,2.35,151.0,14831.0,108000000.0,8.1,640055863.0
105000000.0,2004.0,2.35,115.0,12068.0,120000000.0,7.1,348629585.0
105000000.0,1999.0,1.85,84.0,3382.0,133000000.0,5.9,298815224.0
105000000.0,2009.0,1.85,97.0,2480.0,105000000.0,7.1,270997378.0
105000000.0,2002.130733382389,2.1269761542364285,22.0,5.0,40455386.33009198,7.2,269065678.0
105000000.0,2001.0,1.85,104.0,3133.0,90000000.0,4.4,10364769.0
103300000.0,2000.0,2.35,127.0,29069.0,90000000.0,6.5,232643008.0
103000000.0,2000.0,2.35,171.0,6521.0,103000000.0,8.5,457683805.0
102500000.0,2009.0,2.35,140.0,64599.0,100000000.0,7.0,212282709.0
102000000.0,2002.0,2.35,145.0,12546.0,102000000.0,7.7,358824714.0
102000000.0,2012.0,2.35,172.0,22686.0,102000000.0,7.5,130673154.0
100000000.0,2002.0,2.35,174.0,35672.0,100000000.0,7.4,878979634.0
100000000.0,1991.0,2.35,153.0,2829.0,102000000.0,8.5,513815401.0
100000000.0,1995.0,1.85,121.0,2880.0,100000000.0,5.4,336529144.0
100000000.0,2004.0,2.35,131.0,13679.0,100000000.0,6.9,331323410.0
100000000.0,2012.0,2.35,165.0,40978.0,100000000.0,8.5,449948323.0
100000000.0,2010.0,1.85,98.0,24082.0,100000000.0,5.5,310650574.0
100000000.0,1994.0,2.35,141.0,4528.0,115000000.0,7.2,365300000.0
100000000.0,2007.0,1.85,176.0,20354.0,100000000.0,7.8,267985456.0
100000000.0,2009.0,2.35,90.0,1227.0,100000000.0,7.0,236827677.0
100000000.0,2010.0,2.35,116.0,20233.0,100000000.0,6.7,170936470.0
100000000.0,2013.0,2.35,240.0,46057.0,100000000.0,8.2,391976723.0
100000000.0,2013.0,2.35,102.0,14552.0,100000000.0,6.7,262794441.0
100000000.0,1996.0,2.35,115.0,3454.0,100000000.0,6.1,234400000.0
100000000.0,1996.0,1.78,91.0,4842.0,100000000.0,6.9,325500000.0
100000000.0,2000.0,1.66,78.0,2039.0,100000000.0,7.3,169296573.0
100000000.0,2012.0,2.35,103.0,57881.0,92000000.0,6.7,311979256.0
100000000.0,2009.0,2.35,101.0,1738.0,100000000.0,6.8,99123656.0
100000000.0,2006.0,2.35,104.0,4487.0,100000000.0,5.1,249488115.0
100000000.0,1999.0,2.35,121.0,3903.0,83000000.0,5.7,212026975.0
100000000.0,2004.0,1.85,93.0,13748.0,90000000.0,5.2,96221971.0
100000000.0,2007.0,1.85,85.0,25590.0,100000000.0,6.8,145395745.0
100000000.0,2006.0,2.35,143.0,33160.0,100000000.0,8.0,171377916.0
100000000.0,2010.0,2.35,101.0,4286.0,80000000.0,7.0,139716717.0
100000000.0,1997.0,1.85,129.0,2031.0,105000000.0,7.2,121100000.0
100000000.0,2009.0,1.85,102.0,10552.0,100000000.0,5.4,69548641.0
100000000.0,2004.0,2.35,87.0,3144.0,100000000.0,3.3,82145379.0
100000000.0,2014.0,2.35,131.0,52610.0,90000000.0,6.1,209461378.0
100000000.0,2002.0,1.5,95.0,26940.0,140000000.0,7.1,91800000.0
100000000.0,2010.0,2.35,115.0,13761.0,100000000.0,6.9,97523020.0
100000000.0,2014.0,2.35,119.0,54031.0,100000000.0,6.3,103039258.0
100000000.0,2005.0,1.85,94.0,1195.0,84000000.0,2.2,59918422.0
100000000.0,1997.0,1.85,110.0,1722.0,10000000.0,7.3,13835130.0
100000000.0,2002.0,1.85,95.0,6161.0,100000000.0,3.8,7094995.0
99000000.0,2015.0,1.85,88.0,309.0,99000000.0,7.2,244778411.0
98000000.0,2001.0,2.35,130.0,15972.0,98000000.0,6.3,435040395.0
97000000.0,2002.0,2.35,216.0,47657.0,100000000.0,7.5,183124621.0
95000000.0,2012.0,2.35,88.0,25354.0,95000000.0,6.6,879765137.0
95000000.0,2001.0,2.35,152.0,4270.0,92000000.0,7.7,159691085.0
95000000.0,2010.0,2.35,118.0,14024.0,95000000.0,5.9,223050874.0
95000000.0,2010.0,2.35,98.0,25780.0,100000000.0,6.8,169511609.0
95000000.0,1997.0,2.35,126.0,39319.0,93000000.0,7.7,263900000.0
95000000.0,2000.0,1.85,89.0,3372.0,95000000.0,6.9,65700000.0
95000000.0,2009.0,2.35,135.0,2370.0,65000000.0,6.7,94894448.0
95000000.0,2009.0,2.35,135.0,2369.0,65000000.0,6.7,94894448.0
95000000.0,2014.0,2.35,102.0,17098.0,95000000.0,5.5,110623265.0
94000000.0,2003.0,1.85,100.0,5641.0,94000000.0,8.2,936429370.0
94000000.0,2003.0,2.35,192.0,6434.0,94000000.0,8.9,1141408667.0
94000000.0,2002.0,2.35,172.0,23052.0,94000000.0,8.7,934703179.0
94000000.0,2001.0,2.35,100.0,12150.0,115000000.0,5.7,273330185.0
93000000.0,2001.0,1.85,92.0,2574.0,93000000.0,5.9,365900000.0
93000000.0,2011.0,2.35,105.0,13118.0,93000000.0,7.6,482860185.0
92500000.0,2008.0,2.35,107.0,1614.0,90000000.0,6.6,162839667.0
92000000.0,2004.0,2.35,115.0,1901.0,92000000.0,8.0,614726752.0
92000000.0,2013.0,1.85,101.0,15481.0,92000000.0,5.3,304249198.0
92000000.0,1995.0,2.35,124.0,3611.0,98000000.0,5.6,18517322.0
91000000.0,2013.0,2.35,114.0,5095.0,90000000.0,7.3,188536838.0
90000000.0,1997.0,1.85,98.0,12998.0,90000000.0,7.3,587790539.0
90000000.0,1999.0,1.85,82.0,21275.0,90000000.0,7.9,511358276.0
90000000.0,2001.0,2.35,90.0,664.0,90000000.0,6.6,347425832.0
90000000.0,2009.0,1.85,128.0,23996.0,90000000.0,7.6,498438212.0
90000000.0,2009.0,1.85,94.0,1258.0,90000000.0,7.0,859701857.0
90000000.0,2000.0,2.35,130.0,12890.0,100000000.0,6.6,288693989.0
90000000.0,2011.0,2.35,96.0,12071.0,90000000.0,7.0,487519809.0
90000000.0,2006.0,2.35,151.0,45648.0,90000000.0,8.5,289660619.0
90000000.0,2000.0,2.35,94.0,15419.0,92000000.0,5.5,259736090.0
90000000.0,1998.0,1.66,88.0,4478.0,90000000.0,7.5,303500000.0
90000000.0,2008.0,2.35,121.0,23484.0,92000000.0,7.0,191091250.0
90000000.0,2011.0,2.35,158.0,20388.0,90000000.0,7.8,239373970.0
90000000.0,1997.0,2.35,150.0,12289.0,90000000.0,7.4,165900000.0
90000000.0,2008.0,1.85,113.0,13446.0,90000000.0,5.5,202910991.0
90000000.0,1995.0,2.35,128.0,14274.0,90000000.0,7.6,366101666.0
90000000.0,2015.0,1.85,92.0,38450.0,90000000.0,5.0,235296080.0
90000000.0,2001.0,2.35,95.0,15237.0,120000000.0,6.8,186049020.0
90000000.0,2008.0,1.85,121.0,14165.0,75000000.0,7.1,203902107.0
90000000.0,2015.0,2.35,106.0,35367.0,88000000.0,5.6,244126300.0
90000000.0,2001.0,1.85,146.0,6217.0,100000000.0,7.1,235900000.0
90000000.0,2003.0,2.35,88.0,2622.0,90000000.0,4.9,155750628.0
90000000.0,2000.0,1.85,119.0,2356.0,95000000.0,5.7,191200000.0
90000000.0,2005.0,2.35,128.0,2100.0,80000000.0,6.4,162753837.0
90000000.0,2013.0,2.35,106.0,10882.0,90000000.0,5.9,200859554.0
90000000.0,2003.0,2.35,117.0,33154.0,95000000.0,5.5,157092943.0
90000000.0,2016.0,2.35,129.0,23031.0,90000000.0,6.9,313404841.0
90000000.0,2001.0,2.35,114.0,12499.0,92000000.0,7.0,143049560.0
90000000.0,1997.0,2.35,116.0,475.0,68000000.0,6.2,169400000.0
90000000.0,2000.0,2.35,114.0,4902.0,90000000.0,5.6,106000000.0
90000000.0,1999.0,1.85,132.0,55254.0,100000000.0,6.8,87420776.0
90000000.0,1997.0,1.85,104.0,5062.0,90000000.0,5.4,120100000.0
90000000.0,1997.0,2.35,111.0,26088.0,86000000.0,6.1,140900000.0
90000000.0,2002.0,2.35,138.0,15149.0,100000000.0,6.7,65716126.0
90000000.0,2011.0,2.35,110.0,27694.0,75000000.0,5.8,139877913.0
90000000.0,2010.0,2.35,110.0,2728.0,90000000.0,4.4,20466016.0
88000000.0,2005.0,2.35,144.0,2523.0,88000000.0,8.0,105021488.0
86000000.0,2003.0,2.35,140.0,13808.0,87000000.0,7.3,148715342.0
